prompt_id,prompt,gold_agents,template_id
311,asap: I need you to check if temperature has outliers in this week. and add a dashboard view.,AnomalyDetectionAgent,19
312,What fields are available in the ops_metrics table?,MetadataLookupAgent,37
313,I need you to summarize and report anomalies in wind speed for this week. and draft a short report.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
314,for the weekly review: I need you to call the energy/telemetry endpoint to fetch latency as JSON.,APIDataFetchAgent,29
315,I need you to forecast power output for next 72 hours and summarize risks.,ForecastAgent|SummaryAgent,18
316,Please compute mean and variance for the past 6 days of power output.,StatisticalAnalysisAgent,4
317,Please forecast wind energy output for next week and explain the trend drivers.,ForecastAgent|TrendAnalysisAgent,24
318,Please summarize and report anomalies in temperature for yesterday.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
319,Please what columns exist in the weather dataset?.,MetadataLookupAgent,3
320,Paginate the sensors/stream API to collect wind energy output records,APIDataFetchAgent,30
321,Please generate a report with charts for turbine RPM in this week.,ReportWriterAgent|PlotGenerationAgent,21
322,I need you to run a SQL query to find wind energy output rows with value A17.,SQLQueryAgent,34
323,Can you summarize log patterns for scheduler over yesterday?,LogRetrievalAgent|SummaryAgent,20
324,for the weekly review: I need you to predict error rate for next 24 hours.,ForecastAgent,7
325,I need you to trace anomalies and then draft a brief report for the last 3 days.,AnomalyDetectionAgent|ReportWriterAgent,17
326,for the weekly review: Can you call the alerts/v2 endpoint to fetch temperature as JSON? and add a dashboard view.,APIDataFetchAgent,29
327,Identify the trend of wind energy output over the past 12 days and write a brief summary.,TrendAnalysisAgent,5
328,Help me compute mean and variance for the past 12 days of latency.,StatisticalAnalysisAgent,4
329,asap: Please detect unusual spikes or drops in throughput for yesterday.,AnomalyDetectionAgent,6
330,Trace anomalies and then draft a brief report for the last 24 hours and include a quick chart.,AnomalyDetectionAgent|ReportWriterAgent,17
331,Help me give me a quick sanity check on the turbine RPM numbers for this month.,StatisticalAnalysisAgent|SummaryAgent,16
332,What fields are available in the wind table?,MetadataLookupAgent,37
333,Help me filter the energy table where wind speed > failed.,SQLQueryAgent,35
334,I need you to compute correlations between turbine RPM and error rate for the last 24 hours. and write a brief summary.,StatisticalAnalysisAgent,22
335,btw: Help me forecast error rate for next 2 weeks and summarize risks.,ForecastAgent|SummaryAgent,18
336,for my notes: Get rows where customer_id equals E500,SQLQueryAgent,1
337,Help me show WARN and ERROR logs for scheduler in yesterday.,LogRetrievalAgent,39
338,for my notes: Please forecast latency for next week and summarize risks. and set an alert if it changes.,ForecastAgent|SummaryAgent,18
339,Compute correlations between throughput and latency for today,StatisticalAnalysisAgent,22
340,Predict turbine RPM for tomorrow and include a quick chart.,ForecastAgent,7
341,FYI: I need you to plot and summarize latency for this month.,PlotGenerationAgent|SummaryAgent,12
342,Can you write a detailed report about turbine efficiency for the last 30 days?,ReportWriterAgent,10
343,Help me check if turbine RPM has outliers in the last 24 hours.,AnomalyDetectionAgent,19
344,Please compute mean and variance for the past 12 days of temperature. and add a dashboard view.,StatisticalAnalysisAgent,4
345,Fetch wind speed data for the last 6 hours,TimeSeriesQueryAgent|APIDataFetchAgent,0
346,asap: Plot latency for yesterday,PlotGenerationAgent,8
347,Summarize log patterns for frontend over the last 24 hours,LogRetrievalAgent|SummaryAgent,20
348,I need you to get rows where customer_id equals failed.,SQLQueryAgent,1
349,I need you to calculate summary stats for temperature in last week.,StatisticalAnalysisAgent,41
350,for the weekly review: Generate a report with charts for throughput in the last 3 days and include a quick chart.,ReportWriterAgent|PlotGenerationAgent,21
351,Plot and summarize error rate for today,PlotGenerationAgent|SummaryAgent,12
352,Help me filter the system_events table where turbine RPM > A17.,SQLQueryAgent,35
353,Please what fields are available in the transactions table?.,MetadataLookupAgent,37
354,Can you summarize and report anomalies in turbine RPM for last week?,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
355,Can you trace anomalies and then draft a brief report for the last 30 days?,AnomalyDetectionAgent|ReportWriterAgent,17
356,Can you plot turbine RPM and identify its trend for today?,PlotGenerationAgent|TrendAnalysisAgent,23
357,Can you what fields are available in the wind table??,MetadataLookupAgent,37
358,Please compute median and std dev for throughput over yesterday.,StatisticalAnalysisAgent,40
359,Help me write a concise report of temperature behavior in the past 7 days.,ReportWriterAgent|SummaryAgent,27
360,Please extract API data for error rate during the last 3 days.,APIDataFetchAgent|TimeSeriesQueryAgent,26
361,asap: Retrieve latency from internal data warehouse for the last 30 days,TimeSeriesQueryAgent,33
362,Please trace anomalies and then draft a brief report for the last 30 days.,AnomalyDetectionAgent|ReportWriterAgent,17
363,FYI: Help me trace anomalies and then draft a brief report for the last 24 hours.,AnomalyDetectionAgent|ReportWriterAgent,17
364,for the weekly review: Detect unusual spikes or drops in error rate for the past 7 days,AnomalyDetectionAgent,6
365,Get rows where customer_id equals 1023 and write a brief summary.,SQLQueryAgent,1
366,Can you identify the trend of throughput over the past 12 days?,TrendAnalysisAgent,5
367,btw: Help me check if turbine RPM has outliers in the last 3 days.,AnomalyDetectionAgent,19
368,for the weekly review: Help me extract API data for temperature during this month.,APIDataFetchAgent|TimeSeriesQueryAgent,26
369,I need you to check if error rate has outliers in today. and include a quick chart.,AnomalyDetectionAgent,19
370,I need you to summarize and report anomalies in error rate for yesterday.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
371,I need you to extract API data for turbine RPM during today. and include a quick chart.,APIDataFetchAgent|TimeSeriesQueryAgent,26
372,Please plot wind speed for the last 30 days.,PlotGenerationAgent,8
373,Please give me a quick sanity check on the turbine RPM numbers for last week.,StatisticalAnalysisAgent|SummaryAgent,16
374,Please compute median and std dev for latency over the last 3 days.,StatisticalAnalysisAgent,40
375,for the weekly review: Please pull recent logs related to system reliability.,LogRetrievalAgent,2
376,Can you write a detailed report about latency spikes for this month?,ReportWriterAgent,10
377,I need you to fetch logs for Lambda with error code E500. and add a dashboard view.,LogRetrievalAgent,38
378,I need you to trace anomalies and then draft a brief report for this month.,AnomalyDetectionAgent|ReportWriterAgent,17
379,Paginate the metrics/v1 API to collect wind speed records and add a dashboard view.,APIDataFetchAgent,30
380,Please show WARN and ERROR logs for API Gateway in last week. and write a brief summary.,LogRetrievalAgent,39
381,I need you to summarize and report anomalies in wind energy output for this month.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
382,I need you to compute mean and variance for the past 72 days of turbine RPM. and draft a short report.,StatisticalAnalysisAgent,4
383,asap: Please predict wind energy output for next 24 hours. and write a brief summary.,ForecastAgent,7
384,Please summarize log patterns for ETL job over today.,LogRetrievalAgent|SummaryAgent,20
385,for the weekly review: Help me plot and analyze latency for today.,PlotGenerationAgent|StatisticalAnalysisAgent,28
386,Can you run a SQL query to find latency rows with value TX-8821?,SQLQueryAgent,34
387,Retrieve throughput from internal data warehouse for this week and draft a short report.,TimeSeriesQueryAgent,33
388,FYI: I need you to what fields are available in the transactions table?.,MetadataLookupAgent,37
389,Can you compute mean and variance for the past 24 days of wind energy output? and add a dashboard view.,StatisticalAnalysisAgent,4
390,asap: I need you to fetch wind speed data for the last 48 hours.,TimeSeriesQueryAgent|APIDataFetchAgent,0
391,I need you to get temperature for the past 7 days and detect trend visually.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
392,for the weekly review: Can you compute correlations between error rate and temperature for the last 24 hours? and set an alert if it changes.,StatisticalAnalysisAgent,22
393,What columns exist in the ops_metrics dataset?,MetadataLookupAgent,3
394,Detect unusual spikes or drops in wind energy output for this month,AnomalyDetectionAgent,6
395,Help me call the sensors/stream endpoint to fetch throughput as JSON.,APIDataFetchAgent,29
396,FYI: Help me paginate the metrics/v1 API to collect temperature records.,APIDataFetchAgent,30
397,Get wind speed for this week and detect trend visually and write a brief summary.,TimeSeriesQueryAgent|PlotGenerationAgent|TrendAnalysisAgent,15
398,Help me summarize and report anomalies in power output for this month.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
399,Predict power output for next 72 hours,ForecastAgent,7
400,for the weekly review: Forecast error rate for tomorrow and plot it,ForecastAgent|PlotGenerationAgent,11
401,asap: I need you to run a SQL query to find throughput rows with value E500.,SQLQueryAgent,34
402,Summarize log patterns for frontend over yesterday,LogRetrievalAgent|SummaryAgent,20
403,List columns and schema for the wind dataset,MetadataLookupAgent,36
404,btw: What fields are available in the energy table? and set an alert if it changes.,MetadataLookupAgent,37
405,not urgent: I need you to give me a quick sanity check on the throughput numbers for the last 3 days. and set an alert if it changes.,StatisticalAnalysisAgent|SummaryAgent,16
406,I need you to generate a report with charts for wind speed in this week. and write a brief summary.,ReportWriterAgent|PlotGenerationAgent,21
407,I need you to compute mean and variance for the past 24 days of error rate.,StatisticalAnalysisAgent,4
408,btw: I need you to give me a quick sanity check on the power output numbers for last week.,StatisticalAnalysisAgent|SummaryAgent,16
409,Please predict temperature for next 24 hours.,ForecastAgent,7
410,Please summarize and report anomalies in turbine RPM for the past 7 days. and include a quick chart.,AnomalyDetectionAgent|ReportWriterAgent|SummaryAgent,25
411,Predict latency for next week,ForecastAgent,7
412,Identify the trend of latency over the past 24 days,TrendAnalysisAgent,5
413,asap: Help me check if wind speed has outliers in the past 7 days.,AnomalyDetectionAgent,19
414,Can you identify the trend of temperature over the past 6 days? and set an alert if it changes.,TrendAnalysisAgent,5
415,btw: Please check if temperature has outliers in this week.,AnomalyDetectionAgent,19
416,Can you plot latency for yesterday?,PlotGenerationAgent,8
417,I need you to retrieve error rate from internal data warehouse for this week. and write a brief summary.,TimeSeriesQueryAgent,33
418,I need you to check if power output has outliers in this week. and set an alert if it changes.,AnomalyDetectionAgent,19
